weekofmonth,dayofweek,make,accidentarea,dayofweekclaimed,weekofmonthclaimed,sex,maritalstatus,age,fault,policytype,vehiclecategory,vehicleprice,policynumber,repnumber,deductible,driverrating,days_policy_accident,days_policy_claim,pastnumberofclaims,ageofvehicle,ageofpolicyholder,policereportfiled,witnesspresent,agenttype,numberofsuppliments,addresschange_claim,numberofcars,year,basepolicy
3,0,13,1,1,3,1,1,40,1,0,0,0,5282,13,400,3,3,2,1,6,5,0,0,0,3,3,0,1994,0
2,3,6,1,2,2,1,1,36,0,0,0,0,7010,10,400,3,3,2,0,5,5,0,0,0,1,3,0,1995,0
2,0,6,1,6,4,1,1,34,1,1,0,1,11797,7,400,3,3,2,3,5,4,0,0,0,2,3,0,1996,1
4,5,3,1,5,1,1,1,42,1,1,0,1,1483,11,400,1,3,2,3,5,5,0,0,0,1,3,0,1994,1
2,5,13,1,7,4,0,2,33,1,2,1,0,15230,4,400,1,3,2,0,4,4,0,0,0,0,3,0,1996,2
1,1,9,1,6,1,1,2,25,1,1,0,0,10867,1,400,2,3,2,1,3,3,0,0,0,0,3,0,1995,1
1,3,2,1,2,1,1,2,31,0,1,0,1,14045,15,400,2,3,2,0,3,4,0,0,1,1,3,0,1996,1
3,0,13,1,7,4,1,1,44,0,0,0,0,42,15,400,1,3,2,1,5,5,0,0,0,1,3,2,1994,0
5,3,9,1,7,3,1,1,40,0,1,0,0,9002,12,400,3,3,2,1,6,5,0,0,0,3,3,0,1995,1
4,6,18,1,7,5,1,1,64,0,2,1,3,8368,4,400,4,3,2,1,6,7,1,0,0,2,3,0,1995,2
2,2,2,1,7,3,1,2,35,0,1,0,0,4455,8,400,3,3,2,0,4,4,0,0,0,3,3,0,1994,1
3,5,9,1,6,1,1,1,53,0,1,0,0,3068,8,400,2,3,2,0,4,6,1,0,0,3,3,0,1994,1
1,4,0,1,2,3,1,1,34,0,1,0,1,15000,15,400,3,3,2,3,5,4,0,0,0,2,3,0,1996,1
3,2,13,1,2,1,1,1,54,1,1,0,0,7153,3,400,3,3,2,3,6,6,0,0,0,3,3,0,1995,1
4,0,2,1,2,5,1,1,32,0,0,0,0,8473,1,400,1,3,2,3,4,4,0,0,0,3,3,0,1995,0
1,0,17,1,6,2,1,1,33,0,0,0,4,6088,6,400,4,3,2,3,5,4,0,0,0,3,3,0,1994,0
4,1,2,1,5,1,1,1,35,0,1,0,0,14696,16,400,2,3,2,3,5,4,0,0,0,3,3,0,1996,1
3,0,5,1,5,1,1,1,67,0,6,2,5,1795,11,400,3,3,2,3,6,8,0,0,0,1,3,0,1994,0
4,2,13,1,7,2,1,1,43,0,2,1,1,10029,10,400,4,3,2,0,5,5,0,0,0,2,3,0,1995,2
2,1,13,1,5,3,1,2,46,0,6,2,5,9098,1,400,1,3,2,2,5,6,0,0,0,1,3,0,1995,0
3,0,6,1,2,1,0,1,45,1,4,1,5,924,11,400,4,3,2,0,3,5,0,0,0,3,3,0,1994,1
3,2,9,1,2,3,1,2,27,0,1,0,0,8944,15,400,4,3,2,1,4,4,0,0,0,1,3,0,1995,1
3,6,9,1,7,3,1,2,28,0,2,1,1,13693,16,400,3,3,2,2,4,4,0,0,0,3,2,1,1996,2
4,2,9,1,6,4,1,1,34,0,1,0,0,12952,9,400,2,3,2,1,4,4,0,0,0,3,3,0,1996,1
1,1,17,1,6,1,1,2,25,0,1,0,0,11923,16,400,2,3,2,0,3,3,0,0,0,2,3,0,1996,1
4,3,17,1,7,4,1,1,56,0,2,1,0,1938,15,400,4,3,2,1,6,7,0,0,0,3,3,0,1994,2
4,0,9,0,6,5,1,1,44,1,0,0,1,908,7,400,2,3,2,3,5,5,0,0,0,2,3,0,1994,0
5,3,13,1,7,1,1,2,26,0,1,0,0,15312,5,400,2,3,2,0,4,4,0,0,0,2,3,0,1996,1
5,1,8,1,2,2,1,1,51,0,1,0,5,11241,3,400,2,3,2,0,6,6,0,0,0,0,3,0,1995,1
3,3,17,1,6,4,1,2,24,0,2,1,0,7080,10,400,2,3,2,1,3,3,0,0,0,3,3,0,1995,2
3,0,9,1,1,1,1,1,39,1,2,1,0,2587,14,400,4,3,2,1,5,5,0,0,0,0,3,0,1994,2
4,1,6,1,6,4,1,2,31,0,2,1,0,3383,7,400,4,3,2,2,4,4,0,0,0,3,3,0,1994,2
2,4,18,0,5,2,1,2,43,0,0,0,5,13745,10,400,2,3,2,3,5,5,0,0,0,1,3,0,1996,0
4,0,6,1,2,4,1,1,32,0,4,1,5,8931,1,400,3,3,2,3,5,4,0,0,0,2,3,0,1995,1
1,4,17,1,5,1,1,1,32,0,0,0,0,449,13,400,2,3,2,3,4,4,0,0,0,3,3,0,1994,0
1,2,18,1,2,1,1,1,42,0,2,1,2,10281,1,400,1,3,2,0,5,5,0,0,0,3,3,0,1995,2
1,3,13,1,6,2,1,1,51,0,1,0,1,1701,16,400,2,3,2,0,6,6,0,0,0,2,3,0,1994,1
3,0,0,1,1,3,1,1,48,0,1,0,1,4701,11,400,3,3,2,3,6,6,0,0,0,3,3,0,1994,1
3,5,17,1,5,3,1,1,26,1,1,0,0,12264,6,400,2,3,2,2,4,4,0,0,0,2,3,0,1996,1
1,0,9,1,6,3,1,2,32,0,1,0,0,13849,12,400,1,3,2,3,4,4,0,0,0,3,3,0,1996,1
2,1,13,1,7,3,0,1,36,1,1,0,0,13314,2,400,2,3,2,3,5,5,0,0,0,3,3,0,1996,1
3,3,6,1,6,3,1,2,30,0,0,0,5,14432,6,400,1,3,2,3,7,0,0,0,0,3,3,0,1996,0
4,0,13,1,5,1,1,1,40,0,2,1,1,11653,11,400,2,3,2,1,5,5,0,0,0,3,3,0,1996,2
4,0,13,0,6,5,1,2,44,0,2,1,0,1091,9,400,1,3,2,3,5,5,0,0,0,3,3,0,1994,2
4,6,17,1,5,1,1,1,41,0,2,1,1,7471,4,400,4,3,2,1,4,5,0,0,0,2,3,0,1995,2
1,6,17,1,6,5,1,1,37,0,0,0,5,12547,11,500,1,3,2,0,5,5,0,0,0,3,1,2,1996,0
5,3,17,1,6,1,1,2,25,1,1,0,0,14643,7,400,4,3,2,0,3,3,0,0,0,3,3,0,1996,1
5,5,9,1,5,3,1,1,39,0,2,1,0,14650,9,400,3,3,2,1,5,5,0,0,0,3,3,0,1996,2
4,1,13,1,2,4,1,2,63,0,2,1,0,12753,1,400,2,3,2,1,6,7,0,0,0,1,3,0,1996,2
5,3,2,1,1,1,1,2,21,0,2,1,0,2107,15,400,1,3,2,1,4,3,0,0,0,1,3,0,1994,2
1,3,13,1,7,1,1,2,43,0,1,0,0,979,6,400,1,3,2,0,6,5,0,0,0,3,3,0,1994,1
1,0,2,0,6,2,1,1,61,0,0,0,1,14502,2,400,2,3,2,3,6,7,0,0,0,3,3,0,1996,0
2,3,9,1,6,2,1,1,39,0,1,0,0,7050,9,400,3,3,2,0,5,5,0,0,0,0,3,0,1995,1
4,0,2,0,1,2,1,1,31,0,1,0,1,6219,8,400,2,3,2,0,5,4,0,0,0,2,3,0,1995,1
1,0,17,1,7,3,1,1,57,1,0,0,0,11475,7,400,4,3,2,3,6,7,0,0,0,2,3,0,1996,0
4,2,6,1,2,4,1,1,30,1,4,1,5,10045,11,700,2,3,2,3,5,4,0,0,0,3,3,0,1995,1
3,3,17,1,6,4,1,1,50,0,1,0,0,8687,11,400,4,3,2,1,6,6,0,0,0,3,3,0,1995,1
2,4,9,1,2,2,1,1,33,1,1,0,0,8076,16,400,3,3,2,0,5,4,0,0,0,3,3,0,1995,1
2,3,13,0,2,2,1,1,55,0,1,0,0,12732,3,400,3,3,2,0,6,6,0,0,0,2,3,0,1996,1
3,3,9,0,6,3,1,1,43,0,1,0,1,11408,16,400,4,3,2,1,5,5,0,0,0,3,3,0,1996,1
4,0,6,1,6,1,1,1,35,0,4,1,5,3856,6,400,1,3,2,3,3,4,0,0,0,3,3,0,1994,1
3,0,17,1,6,4,0,2,35,0,2,1,4,10730,6,400,1,3,2,2,3,4,0,0,0,3,3,0,1995,2
3,6,9,1,5,3,1,1,43,0,1,0,0,13850,7,400,4,3,2,0,6,5,0,0,0,1,3,0,1996,1
2,3,6,1,5,3,1,1,37,0,2,1,0,5790,9,400,2,3,2,1,5,5,0,0,0,3,3,0,1994,2
3,4,6,1,6,4,0,1,40,1,0,0,0,11622,12,400,3,3,2,3,5,5,0,0,0,3,3,0,1996,0
2,3,6,1,2,2,0,1,28,0,1,0,0,3593,13,400,4,3,2,2,4,4,0,0,0,3,3,0,1994,1
3,1,13,1,2,5,1,1,50,1,0,0,0,15200,14,400,3,3,2,3,6,6,0,0,0,2,3,0,1996,0
4,2,2,1,6,1,1,1,44,0,2,1,1,13200,14,400,1,3,2,2,5,5,0,0,0,3,3,0,1996,2
2,0,13,1,5,2,1,1,46,0,6,2,2,8187,6,400,1,3,2,1,6,6,0,0,0,1,3,0,1995,0
2,3,17,1,2,2,1,2,26,1,1,0,1,5562,5,400,2,3,2,0,4,4,0,0,0,2,3,0,1994,1
3,2,6,1,6,3,1,1,50,1,2,1,0,6352,1,400,3,3,2,0,6,6,0,0,0,2,3,0,1995,2
4,2,18,0,6,4,1,1,53,0,1,0,3,9641,12,400,4,3,2,3,6,6,0,0,0,3,3,0,1995,1
1,6,6,0,7,1,1,2,30,0,4,1,5,2952,2,400,4,3,2,3,7,0,0,0,0,3,3,0,1994,1
4,1,13,1,5,4,1,1,34,1,0,0,0,8132,3,400,1,3,2,3,5,4,0,0,0,2,3,0,1995,0
2,6,2,1,2,2,1,1,48,0,2,1,2,12334,2,400,1,3,2,2,6,6,0,0,0,3,3,0,1996,2
4,5,2,1,7,4,0,1,64,0,1,0,5,14100,16,400,1,3,2,0,5,7,0,0,0,2,3,0,1996,1
2,2,17,1,7,3,1,2,30,0,2,1,0,11744,12,400,2,3,2,0,4,4,0,0,0,0,3,0,1996,2
2,4,17,1,6,2,1,2,31,0,2,1,0,12590,13,400,2,3,2,1,4,4,0,0,0,1,3,0,1996,2
2,0,13,1,2,3,1,1,50,0,0,0,1,6899,15,400,3,3,2,3,6,6,0,0,0,3,3,0,1995,0
1,0,13,1,7,2,1,1,32,1,0,0,0,11971,10,400,4,3,2,0,4,4,0,0,0,3,2,1,1996,0
3,1,5,1,1,2,1,2,26,0,2,1,0,4606,7,400,1,3,2,1,4,4,0,0,0,3,3,0,1994,2
1,6,13,1,1,1,1,2,32,0,0,0,0,2646,4,400,2,3,2,1,3,4,0,0,0,0,3,0,1994,0
3,0,6,1,7,3,1,1,51,0,2,1,0,8134,4,400,1,3,2,3,6,6,0,0,0,3,3,0,1995,2
5,5,17,0,5,2,1,2,31,1,0,0,1,2433,10,400,3,3,2,0,5,4,0,0,0,3,3,0,1994,0
1,0,2,1,2,1,0,2,36,1,1,0,1,760,13,400,4,3,2,2,3,5,0,0,0,3,3,0,1994,1
3,3,0,1,5,3,1,1,28,0,6,2,5,9525,9,400,1,3,2,0,5,4,0,0,0,3,3,0,1995,0
1,1,2,1,5,3,1,1,38,0,2,1,5,7263,5,400,3,3,2,1,6,5,0,0,0,0,3,0,1995,2
1,3,2,0,7,1,1,1,36,0,1,0,0,6925,1,400,1,3,2,3,5,5,0,0,0,1,3,0,1995,1
4,1,17,0,6,1,1,2,35,0,2,1,1,3320,1,400,1,3,2,2,4,4,0,0,0,1,3,0,1994,2
4,4,17,1,1,4,0,1,32,0,0,0,0,11120,8,400,3,3,2,3,1,4,0,0,0,0,3,0,1995,0
5,1,18,1,6,1,1,2,32,0,1,0,2,11155,7,400,3,3,2,0,5,4,0,0,0,3,3,0,1995,1
1,4,17,1,7,2,1,1,49,0,0,0,4,9189,1,400,4,3,2,1,5,6,0,0,0,2,3,0,1995,0
1,2,17,1,2,2,1,1,40,0,0,0,0,8363,14,400,3,3,2,3,4,5,0,0,0,3,3,0,1995,0
5,1,17,1,7,1,1,1,74,1,2,1,0,12000,10,400,1,3,2,1,6,8,0,0,0,2,3,3,1996,2
1,3,13,0,1,2,1,1,54,0,1,0,1,7788,2,400,1,3,2,0,5,6,0,0,0,3,3,0,1995,1
1,4,2,1,2,2,1,1,37,0,1,0,0,1583,4,400,1,3,2,3,3,5,0,0,0,0,3,0,1994,1
2,5,6,1,5,2,1,2,30,0,2,1,5,14479,2,400,2,3,2,2,7,0,0,0,0,3,3,0,1996,2
4,1,18,1,7,1,1,1,34,0,0,0,2,2182,15,400,1,3,2,1,4,4,0,0,0,3,3,0,1994,0
2,0,13,1,2,3,1,1,55,1,2,1,1,10946,15,400,3,3,2,0,6,6,0,0,0,3,3,0,1995,2
2,2,6,1,7,3,0,2,28,0,1,0,0,3195,16,400,2,3,2,1,4,4,0,0,1,0,3,0,1994,1
5,2,17,1,2,1,1,2,23,0,2,1,5,2304,8,400,2,3,2,0,3,3,0,0,1,3,3,0,1994,2
1,4,2,1,2,1,1,1,52,0,0,0,5,220,1,400,4,3,2,0,6,6,0,0,0,1,3,0,1994,0
4,0,2,1,2,2,0,2,32,1,0,0,0,15051,13,400,1,3,2,3,4,4,0,0,0,2,3,0,1996,0
3,5,13,1,7,3,1,1,42,0,0,0,5,7337,10,400,3,3,2,0,5,5,0,0,0,2,3,0,1995,0
2,5,9,1,7,3,0,2,35,1,1,0,0,8141,10,400,1,3,2,3,2,4,0,0,0,3,3,0,1995,1
2,6,17,0,2,2,1,1,51,0,1,0,0,12546,15,400,4,3,2,0,3,6,0,0,0,0,3,0,1996,1
1,0,12,1,7,2,1,1,47,1,7,2,5,2295,16,700,2,3,2,2,6,6,0,0,0,2,3,0,1994,1
4,2,13,1,2,5,1,2,26,0,1,0,0,7539,11,400,3,3,2,1,5,4,0,0,0,3,3,0,1995,1
2,2,2,1,5,3,1,1,61,1,0,0,5,4423,1,400,3,3,2,0,6,7,0,0,0,0,3,0,1994,0
2,1,17,1,1,2,1,1,57,0,0,0,0,2756,16,400,1,3,2,3,6,7,0,0,0,3,3,0,1994,0
3,2,9,1,6,4,1,1,27,0,2,1,1,12767,14,400,3,3,2,0,5,4,0,0,0,3,3,0,1996,2
3,1,6,1,6,3,1,2,30,0,2,1,5,2968,11,400,4,3,2,2,7,0,0,0,0,3,3,0,1994,2
4,4,13,1,6,1,1,1,26,0,0,0,4,10905,10,400,4,3,2,3,4,4,0,0,0,3,3,0,1995,0
4,3,13,0,6,1,0,1,32,0,1,0,0,9331,9,400,4,3,2,3,4,4,0,0,0,3,3,0,1995,1
4,0,17,0,6,1,1,1,36,0,1,0,1,5240,15,700,4,3,2,3,5,5,0,0,0,3,3,0,1994,1
3,1,17,1,6,3,1,1,64,0,2,1,5,2664,12,400,1,3,2,0,4,7,0,0,0,3,3,0,1994,2
3,0,2,1,2,3,1,1,28,1,6,2,5,5791,7,400,2,3,2,0,5,4,0,0,0,3,3,0,1994,0
2,1,13,1,2,3,1,1,65,0,0,0,4,4186,6,700,3,3,2,0,5,7,0,0,0,2,3,0,1994,0
4,1,0,1,1,1,1,1,41,1,0,0,1,7179,15,400,4,3,2,0,5,5,0,0,0,3,3,0,1995,0
5,3,6,1,5,1,0,1,32,0,2,1,0,9196,15,400,3,3,2,2,4,4,0,0,0,1,3,0,1995,2
5,6,13,1,1,1,1,1,38,1,0,0,1,4021,5,400,4,3,2,0,6,5,0,0,0,2,3,0,1994,0
4,2,9,1,6,4,0,1,46,0,2,1,0,5367,5,400,3,3,2,2,6,6,0,0,0,2,3,0,1994,2
2,0,13,1,2,3,1,1,50,1,1,0,5,14568,3,400,4,3,2,3,6,6,0,0,0,3,3,0,1996,1
5,0,6,1,2,1,1,2,29,0,2,1,0,11447,10,400,3,3,2,1,3,4,0,0,0,2,3,0,1996,2
2,4,17,0,1,2,1,2,27,1,2,1,0,14948,7,400,4,3,2,3,4,4,0,0,0,2,3,0,1996,2
1,0,13,0,5,2,1,1,52,1,1,0,4,10293,4,700,3,3,2,3,6,6,0,0,0,3,3,0,1995,1
1,6,13,1,2,4,1,1,28,0,0,0,0,13493,11,400,4,3,2,1,4,4,0,0,0,0,3,0,1996,0
3,3,6,1,2,3,1,2,30,0,0,0,5,5647,6,400,2,3,2,1,7,0,0,0,0,3,3,0,1994,0
4,4,2,1,7,1,1,1,37,0,2,1,1,4414,2,400,2,3,2,1,4,5,0,0,0,3,3,0,1994,2
2,4,2,1,1,2,1,1,31,1,0,0,5,12435,13,400,4,3,2,1,4,4,0,0,0,1,3,0,1996,0
4,6,17,0,1,1,1,1,29,0,0,0,0,13797,7,400,1,3,2,1,3,4,0,0,0,0,3,0,1996,0
4,3,9,0,6,2,1,1,40,0,0,0,1,8571,5,400,4,3,2,1,4,5,0,0,0,3,3,0,1995,0
3,3,15,1,7,4,1,1,50,0,0,0,1,3684,4,400,1,3,2,3,5,6,0,0,0,3,3,0,1994,0
1,5,9,1,2,4,1,2,34,1,1,0,0,6390,10,400,4,3,2,0,5,4,0,0,0,1,3,0,1995,1
1,4,13,1,1,1,1,1,21,0,0,0,0,2677,9,400,2,2,0,3,3,3,0,0,0,3,3,0,1994,0
4,4,6,1,5,1,0,2,29,0,2,1,0,6744,12,400,4,3,2,2,3,4,0,0,0,0,3,0,1995,2
1,5,17,1,6,1,1,1,55,0,2,1,0,2335,9,400,4,3,2,1,6,6,0,0,0,3,3,0,1994,2
4,4,17,1,2,4,1,1,60,1,1,0,0,5622,7,400,3,3,2,3,6,7,0,0,0,1,3,0,1994,1
3,4,17,1,5,5,1,1,37,0,0,0,0,7291,7,400,2,3,2,1,6,5,0,0,0,2,3,0,1995,0
3,4,6,1,5,3,1,1,31,1,2,1,0,12941,2,400,1,3,2,2,5,4,0,0,0,3,3,0,1996,2
4,0,9,1,5,1,1,1,39,1,1,0,1,2052,4,400,1,3,2,1,5,5,0,0,0,2,3,0,1994,1
5,0,6,1,1,5,1,1,48,0,2,1,0,160,5,400,3,3,2,1,6,6,0,0,0,3,3,0,1994,2
1,1,13,1,7,2,1,1,64,1,0,0,1,10612,2,400,3,3,2,0,5,7,0,0,0,1,3,0,1995,0
4,1,9,1,5,4,1,1,39,1,1,0,1,8264,3,400,3,3,2,0,5,5,0,0,0,0,3,0,1995,1
2,3,9,1,2,2,1,2,33,1,1,0,0,6200,9,400,3,3,2,3,5,4,0,0,0,1,3,0,1995,1
4,2,6,0,6,5,1,2,28,0,1,0,0,7840,16,400,3,3,2,1,4,4,0,0,0,3,3,0,1995,1
4,1,13,1,2,4,0,1,34,0,2,1,1,3990,10,400,2,3,2,1,5,4,0,0,0,3,3,0,1994,2
3,6,6,1,6,4,1,1,33,1,2,1,0,10397,14,400,1,3,2,0,5,4,0,0,0,3,3,0,1995,2
5,6,9,1,2,1,0,1,27,0,2,1,0,12024,8,400,3,3,2,1,4,4,0,0,0,0,3,0,1996,2
1,2,6,1,2,1,1,2,28,1,1,0,0,2262,2,400,2,3,2,1,5,4,0,0,0,3,3,0,1994,1
1,0,17,1,2,1,1,1,62,1,1,0,2,9831,7,400,4,3,2,0,6,7,0,0,0,3,3,0,1995,1
1,4,2,0,2,2,1,1,35,0,2,1,0,14087,14,400,1,3,2,0,5,4,0,0,0,2,3,0,1996,2
5,6,13,1,2,5,1,1,56,0,0,0,4,8431,7,400,3,3,2,0,5,7,0,0,0,0,3,0,1995,0
3,0,6,1,7,1,0,2,35,1,2,1,0,15055,14,400,4,3,2,2,3,4,0,0,0,3,3,0,1996,2
4,2,9,1,6,4,1,1,30,1,3,1,0,7386,16,400,1,3,2,1,3,4,0,0,0,1,3,0,1995,0
2,4,13,1,1,2,1,2,26,0,2,1,1,7129,9,400,3,3,2,1,5,4,0,0,0,2,3,0,1995,2
1,6,14,1,1,3,1,1,61,0,7,2,5,11204,15,400,2,3,2,3,6,7,0,0,0,3,3,0,1995,1
2,1,13,1,2,2,1,1,62,0,2,1,1,2383,4,400,4,3,2,1,6,7,0,0,0,0,3,0,1994,2
5,5,2,1,1,1,1,2,51,0,0,0,5,14962,9,400,3,3,2,1,6,6,0,0,0,3,3,0,1996,0
2,1,13,1,7,3,0,1,48,0,2,1,0,10614,13,400,4,3,2,2,4,6,0,0,0,3,3,0,1995,2
4,0,9,1,2,4,1,2,28,0,2,1,0,13121,7,400,1,3,2,2,4,4,0,0,0,0,3,2,1996,2
1,0,9,1,2,1,1,2,24,0,1,0,0,5960,3,400,3,3,2,0,3,3,0,0,0,3,3,0,1994,1
4,2,9,1,6,4,1,1,38,1,1,0,0,5684,2,400,1,3,2,0,6,5,0,0,0,3,3,0,1994,1
3,3,6,1,6,4,1,2,30,1,0,0,5,3973,2,400,1,3,2,0,7,0,0,0,0,3,3,0,1994,0
4,2,17,1,1,1,0,2,29,0,0,0,4,429,11,400,1,3,2,3,4,4,0,0,0,0,3,4,1994,0
5,6,17,1,7,1,1,1,54,0,2,1,1,12486,5,400,2,3,2,0,6,6,0,0,0,1,3,0,1996,2
2,6,0,1,5,2,1,1,51,0,1,0,0,250,1,400,2,3,2,1,6,6,0,0,0,3,3,0,1994,1
2,4,13,1,6,3,1,2,30,0,1,0,0,9997,9,500,2,3,2,2,4,4,0,0,0,2,1,1,1995,1
4,3,6,1,2,4,1,1,50,0,0,0,1,5889,15,400,2,3,2,3,6,6,0,0,0,1,3,0,1994,0
2,5,9,1,5,2,0,1,35,0,0,0,0,10827,5,400,4,3,2,0,4,4,0,0,0,0,3,0,1995,0
3,6,9,1,1,3,1,1,65,1,0,0,1,6741,5,400,1,3,2,1,6,7,0,0,0,2,3,0,1995,0
4,2,18,1,6,4,1,1,35,1,2,1,2,8159,7,400,4,3,2,1,5,4,0,0,0,2,3,0,1995,2
2,2,6,1,2,2,0,3,59,0,0,0,0,4406,3,400,4,3,2,2,5,7,0,0,0,0,3,0,1994,0
5,1,9,1,5,4,1,2,30,0,1,0,1,6030,9,400,1,3,2,2,4,4,0,0,0,2,3,0,1994,1
2,2,9,1,2,2,1,1,40,0,0,0,2,9128,4,400,3,3,2,1,6,5,0,0,0,3,3,0,1995,0
4,3,17,1,7,5,1,1,46,0,2,1,0,4756,4,400,2,3,2,1,6,6,0,0,0,1,3,0,1994,2
4,4,9,1,7,1,0,2,38,0,1,0,0,882,9,400,4,3,2,0,5,5,0,0,0,3,3,0,1994,1
3,6,13,1,5,3,1,1,33,0,1,0,1,480,11,400,3,3,2,1,5,4,0,0,0,2,3,0,1994,1
2,6,17,1,2,3,1,2,28,0,2,1,0,12460,11,400,2,3,2,0,4,4,0,0,0,1,3,0,1996,2
5,2,9,1,2,1,1,1,41,1,1,0,0,7603,1,400,1,3,2,3,5,5,0,0,0,0,2,1,1995,1
5,0,9,1,6,1,1,1,29,1,4,1,5,255,12,400,2,3,2,1,5,4,0,0,0,2,3,0,1994,1
2,2,9,1,1,3,1,1,38,1,0,0,0,8029,12,400,4,3,2,0,5,5,0,0,0,3,3,0,1995,0
2,0,0,1,6,2,1,2,29,0,6,2,5,10745,12,400,4,3,2,3,4,4,0,0,0,3,3,0,1995,0
1,3,13,1,6,2,1,1,62,0,1,0,0,7780,1,400,1,3,2,0,4,7,0,0,0,3,3,0,1995,1
2,0,13,1,5,3,1,1,54,0,1,0,0,12943,12,400,1,3,2,1,6,6,0,0,0,3,3,0,1996,1
3,1,9,1,1,4,1,1,34,0,1,0,0,12641,5,400,2,3,2,0,5,4,0,0,0,3,3,0,1996,1
3,5,13,1,5,4,1,1,66,0,1,0,0,1409,8,400,4,3,2,3,6,8,0,0,0,2,3,0,1994,1
2,5,6,1,2,3,0,1,38,1,1,0,4,11486,7,400,4,3,2,1,5,5,0,0,0,1,3,0,1996,1
1,4,6,1,2,2,1,1,52,1,1,0,0,12607,16,400,1,3,2,1,6,6,0,0,0,2,3,0,1996,1
4,4,17,1,7,4,0,1,40,0,2,1,5,11342,4,400,2,3,2,2,4,5,0,0,0,3,3,0,1996,2
3,1,1,1,7,3,1,1,55,1,0,0,0,2623,5,400,1,3,2,3,5,6,0,0,0,3,3,0,1994,0
5,1,13,1,2,2,0,2,23,0,1,0,0,10211,13,400,2,3,2,3,1,3,0,0,0,1,3,0,1995,1
1,2,2,1,6,4,1,1,48,1,0,0,5,1754,13,400,1,3,2,1,6,6,0,0,0,1,3,0,1994,0
2,1,9,1,2,3,1,1,65,0,1,0,0,6360,15,400,4,3,2,1,6,7,0,0,0,2,3,0,1995,1
4,3,2,1,3,1,1,2,27,1,2,1,0,1528,4,400,1,3,2,0,4,4,0,0,0,3,3,0,1994,2
3,2,5,1,2,3,1,1,38,0,1,0,5,1751,14,400,3,3,2,3,5,5,0,0,0,3,3,0,1994,1
1,6,13,0,5,1,0,2,37,0,1,0,0,237,3,400,4,3,2,1,5,5,0,1,0,2,3,0,1994,1
3,1,2,1,6,3,1,1,50,0,1,0,0,4443,11,400,2,3,2,3,5,6,0,0,0,3,3,0,1994,1
4,4,17,1,2,3,1,1,39,1,1,0,0,6172,7,500,2,3,2,1,5,5,0,0,0,3,1,0,1995,1
2,2,17,1,7,2,0,1,44,0,1,0,0,10998,6,400,1,3,2,1,6,5,0,0,0,0,3,0,1995,1
2,4,9,1,1,2,0,1,27,0,1,0,0,9435,8,400,2,3,2,1,4,4,0,0,0,1,3,0,1995,1
3,4,9,1,2,3,1,1,33,0,1,0,1,13457,12,400,2,3,2,0,5,4,0,0,0,2,3,0,1996,1
4,5,13,1,7,4,1,2,28,0,1,0,1,14452,15,400,1,3,2,0,5,4,0,0,0,3,3,0,1996,1
3,5,13,1,5,4,1,1,41,0,2,1,5,6116,6,400,2,3,2,2,5,5,0,0,0,3,3,0,1994,2
3,3,9,1,5,5,1,1,63,0,2,1,0,23,8,400,3,3,2,0,6,7,0,0,0,0,3,0,1994,2
2,2,2,1,7,4,1,2,21,1,1,0,0,7750,5,400,3,3,2,1,1,3,0,0,0,1,2,2,1995,1
1,2,17,1,3,1,0,1,53,1,1,0,1,5480,5,400,4,3,2,3,6,6,0,0,0,2,3,0,1994,1
2,0,9,1,5,3,1,1,31,0,2,1,1,2274,12,400,4,3,2,1,4,4,0,0,0,3,3,0,1994,2
3,5,13,0,5,3,1,1,32,0,2,1,1,5906,5,400,2,3,2,2,5,4,0,0,1,2,3,0,1994,2
2,0,17,1,7,4,0,2,42,1,0,0,0,12866,1,700,4,3,2,2,5,5,0,0,0,2,3,0,1996,0
1,5,6,1,7,1,1,2,62,0,2,1,2,2993,9,400,3,3,2,1,6,7,0,0,0,3,3,0,1994,2
3,6,6,1,2,4,1,2,34,0,4,1,5,2,15,400,4,3,2,3,4,4,1,0,0,3,3,0,1994,1
5,2,13,1,2,5,0,1,35,1,0,0,0,102,10,400,4,3,2,0,4,4,0,0,0,3,3,0,1994,0
4,5,6,1,5,4,0,0,31,0,1,0,0,10092,7,400,2,3,2,2,3,4,1,0,0,3,3,0,1995,1
1,5,6,1,5,3,1,2,30,0,1,0,5,5668,13,400,1,3,2,0,7,0,0,0,0,3,3,0,1994,1
2,1,13,1,6,2,1,1,34,0,2,1,0,5578,7,400,1,3,2,0,5,4,0,0,0,2,3,0,1994,2
3,4,6,1,2,4,1,1,55,0,4,1,5,3312,8,400,4,3,2,3,6,6,1,0,0,3,3,0,1994,1
3,3,2,1,2,3,1,1,45,0,1,0,1,5692,13,400,1,3,2,3,5,5,0,0,0,1,2,1,1994,1
3,6,13,1,1,1,1,1,43,0,0,0,0,8328,11,400,3,3,2,3,5,5,0,0,0,3,3,0,1995,0
4,1,13,1,2,1,1,1,34,0,1,0,1,14936,14,400,3,3,2,3,5,4,0,0,0,2,3,0,1996,1
4,4,2,1,2,4,0,1,39,0,1,0,0,6590,16,400,2,3,2,1,3,5,0,0,0,0,3,0,1995,1
3,1,2,1,6,3,1,1,46,0,1,0,0,13236,9,400,2,3,2,3,4,6,1,0,0,3,3,0,1996,1
3,4,17,1,1,3,1,2,26,0,2,1,5,14977,5,400,1,3,2,1,5,4,0,0,0,2,3,0,1996,2
